text,label,category
[CJ대한통운] 환급금 지급 대상 https://tinyurl.com/abc123,smishing,정부
장 봐야 할 것 있어?,normal,가족
저녁 먹고 들어와.,normal,가족
장 봐야 할 것 있어?,normal,가족
회의 시간이 변경되었습니다.,normal,일정
[카카오] 전자문서 도착 인증번호 8398,smishing,정부
내일 오후 2시에 만납시다.,normal,일정
회의 시간이 변경되었습니다.,normal,일정
내일 모의고사 범위 알려줘.,normal,학교
회의 시간이 변경되었습니다.,normal,일정
[국세청] 계좌 이용 제한 예정 인증번호 7274,smishing,금융
저녁 먹고 들어와.,normal,가족
숙제 사진 보내줄게.,normal,학교
[CJ대한통운] 비정상 로그인 감지,smishing,금융
[정부24] 부고장 도착,smishing,청첩장/부고
내일 모의고사 범위 알려줘.,normal,학교
[쿠팡] 쿠폰 지급 대상,smishing,쇼핑몰
[신한은행] 배송 완료 전 본인 확인 필요 https://secure-check.kr 인증번호 7912,smishing,택배
저녁 먹고 들어와.,normal,가족
자료 메일로 보냈습니다.,normal,일정
오늘 게임할래?,normal,친구
내일 모의고사 범위 알려줘.,normal,학교
주말에 영화 보러 갈래?,normal,친구
과학 수행평가 준비했어?,normal,학교
[신한은행] 주문 결제 오류,smishing,쇼핑몰
주말에 영화 보러 갈래?,normal,친구
[국세청] 쿠폰 지급 대상 https://secure-check.kr 인증번호 7985,smishing,쇼핑몰
[신한은행] 쿠폰 지급 대상,smishing,쇼핑몰
[정부24] 전자문서 도착,smishing,정부
오늘 게임할래?,normal,친구
[신한은행] 행사 초대장 확인,smishing,청첩장/부고
숙제 사진 보내줄게.,normal,학교
[정부24] 전자문서 도착,smishing,정부
숙제 사진 보내줄게.,normal,학교
[국민은행] 환급금 지급 대상,smishing,정부
조심히 와.,normal,가족
[쿠팡] 비밀번호 만료 예정 https://tinyurl.com/abc123 인증번호 9813,smishing,계정인증
[네이버] 본인 인증 필요 인증번호 7739,smishing,계정인증
[신한은행] 본인 인증 필요 https://secure-check.kr,smishing,계정인증
자료 메일로 보냈습니다.,normal,일정
[국세청] 주문 결제 오류,smishing,쇼핑몰
내일 오후 2시에 만납시다.,normal,일정
주말에 영화 보러 갈래?,normal,친구
[우체국] 모바일 청첩장 확인 https://verify-user.net,smishing,청첩장/부고
집 도착하면 연락해.,normal,친구
장 봐야 할 것 있어?,normal,가족
자료 메일로 보냈습니다.,normal,일정
[국세청] 비정상 로그인 감지 https://tinyurl.com/abc123,smishing,금융
[카카오] 모바일 청첩장 확인,smishing,청첩장/부고
[CJ대한통운] 모바일 청첩장 확인 https://tinyurl.com/abc123,smishing,청첩장/부고
집 도착하면 연락해.,normal,친구
장 봐야 할 것 있어?,normal,가족
[CJ대한통운] 포인트 소멸 예정,smishing,쇼핑몰
[카카오] 비밀번호 만료 예정 인증번호 4920,smishing,계정인증
[신한은행] 배송 완료 전 본인 확인 필요 https://bit.ly/4A12BC 인증번호 3286,smishing,택배
[쿠팡] 계정 보호를 위해 재인증,smishing,계정인증
내일 오후 2시에 만납시다.,normal,일정
주말에 영화 보러 갈래?,normal,친구
오늘 게임할래?,normal,친구
[국세청] 비밀번호 만료 예정,smishing,계정인증
회의 시간이 변경되었습니다.,normal,일정
[네이버] 포인트 소멸 예정 https://tinyurl.com/abc123 인증번호 4519,smishing,쇼핑몰
[CJ대한통운] 부고장 도착,smishing,청첩장/부고
회의 시간이 변경되었습니다.,normal,일정
자료 메일로 보냈습니다.,normal,일정
숙제 사진 보내줄게.,normal,학교
내일 오후 2시에 만납시다.,normal,일정
집 도착하면 연락해.,normal,친구
저녁 먹고 들어와.,normal,가족
[정부24] 계정 보호를 위해 재인증 인증번호 7284,smishing,계정인증
[네이버] 주소 오류로 배송 보류 인증번호 2612,smishing,택배
숙제 사진 보내줄게.,normal,학교
[국민은행] 과태료 조회 안내 https://secure-check.kr,smishing,정부
숙제 사진 보내줄게.,normal,학교
집 도착하면 연락해.,normal,친구
[신한은행] 환급금 지급 대상 https://verify-user.net,smishing,정부
[정부24] 포인트 소멸 예정,smishing,쇼핑몰
과학 수행평가 준비했어?,normal,학교
[CJ대한통운] 비밀번호 만료 예정 https://verify-user.net,smishing,계정인증
과학 수행평가 준비했어?,normal,학교
[쿠팡] 계좌 이용 제한 예정,smishing,금융
저녁 먹고 들어와.,normal,가족
자료 메일로 보냈습니다.,normal,일정
[국세청] 해외 결제 승인 확인 https://bit.ly/4A12BC,smishing,금융
[국민은행] 환급금 지급 대상,smishing,정부
저녁 먹고 들어와.,normal,가족
[국세청] 계좌 이용 제한 예정 https://secure-check.kr,smishing,금융
[CJ대한통운] 해외 결제 승인 확인,smishing,금융
[국세청] 비정상 로그인 감지,smishing,금융
[국세청] 주문 결제 오류,smishing,쇼핑몰
[카카오] 환급금 지급 대상,smishing,정부
내일 모의고사 범위 알려줘.,normal,학교
내일 모의고사 범위 알려줘.,normal,학교
[신한은행] 배송지 정보 확인 필요,smishing,택배
[카카오] 본인 인증 필요,smishing,계정인증
[쿠팡] 전자문서 도착 https://tinyurl.com/abc123,smishing,정부
[카카오] 주문 결제 오류,smishing,쇼핑몰
[우체국] 쿠폰 지급 대상,smishing,쇼핑몰
[신한은행] 계정 보호를 위해 재인증 https://verify-user.net,smishing,계정인증
내일 모의고사 범위 알려줘.,normal,학교
[국세청] 주소 오류로 배송 보류 https://tinyurl.com/abc123,smishing,택배
[CJ대한통운] 계정 보호를 위해 재인증 https://secure-check.kr,smishing,계정인증
내일 모의고사 범위 알려줘.,normal,학교
[정부24] 배송지 정보 확인 필요 https://bit.ly/4A12BC,smishing,택배
[CJ대한통운] 배송 완료 전 본인 확인 필요,smishing,택배
과학 수행평가 준비했어?,normal,학교
조심히 와.,normal,가족
[정부24] 과태료 조회 안내,smishing,정부
오늘 게임할래?,normal,친구
자료 메일로 보냈습니다.,normal,일정
[국세청] 쿠폰 지급 대상 인증번호 5055,smishing,쇼핑몰
장 봐야 할 것 있어?,normal,가족
자료 메일로 보냈습니다.,normal,일정
[우체국] 쿠폰 지급 대상 https://tinyurl.com/abc123 인증번호 2245,smishing,쇼핑몰
숙제 사진 보내줄게.,normal,학교
장 봐야 할 것 있어?,normal,가족
회의 시간이 변경되었습니다.,normal,일정
과학 수행평가 준비했어?,normal,학교
[우체국] 비밀번호 만료 예정,smishing,계정인증
과학 수행평가 준비했어?,normal,학교
[쿠팡] 모바일 청첩장 확인,smishing,청첩장/부고
내일 모의고사 범위 알려줘.,normal,학교
[CJ대한통운] 주소 오류로 배송 보류 https://bit.ly/4A12BC 인증번호 6820,smishing,택배
회의 시간이 변경되었습니다.,normal,일정
조심히 와.,normal,가족
[국세청] 배송지 정보 확인 필요,smishing,택배
[국세청] 배송지 정보 확인 필요 https://secure-check.kr,smishing,택배
[카카오] 계정 보호를 위해 재인증,smishing,계정인증
[CJ대한통운] 본인 인증 필요 인증번호 9824,smishing,계정인증
[네이버] 쿠폰 지급 대상 인증번호 5773,smishing,쇼핑몰
내일 오후 2시에 만납시다.,normal,일정
내일 오후 2시에 만납시다.,normal,일정
[CJ대한통운] 해외 결제 승인 확인 https://secure-check.kr,smishing,금융
저녁 먹고 들어와.,normal,가족
자료 메일로 보냈습니다.,normal,일정
[쿠팡] 모바일 청첩장 확인 인증번호 6781,smishing,청첩장/부고
회의 시간이 변경되었습니다.,normal,일정
[신한은행] 주문 결제 오류 https://verify-user.net 인증번호 6620,smishing,쇼핑몰
[국민은행] 본인 인증 필요,smishing,계정인증
숙제 사진 보내줄게.,normal,학교
[카카오] 계좌 이용 제한 예정,smishing,금융
[국세청] 해외 결제 승인 확인 https://secure-check.kr 인증번호 3441,smishing,금융
[CJ대한통운] 배송지 정보 확인 필요 https://verify-user.net,smishing,택배
집 도착하면 연락해.,normal,친구
[쿠팡] 비정상 로그인 감지 https://verify-user.net,smishing,금융
[네이버] 해외 결제 승인 확인 인증번호 8141,smishing,금융
[국민은행] 계정 보호를 위해 재인증 https://secure-check.kr 인증번호 6489,smishing,계정인증
[쿠팡] 본인 인증 필요,smishing,계정인증
장 봐야 할 것 있어?,normal,가족
[신한은행] 환급금 지급 대상,smishing,정부
[CJ대한통운] 포인트 소멸 예정,smishing,쇼핑몰
[카카오] 비밀번호 만료 예정,smishing,계정인증
[국민은행] 본인 인증 필요,smishing,계정인증
숙제 사진 보내줄게.,normal,학교
주말에 영화 보러 갈래?,normal,친구
내일 오후 2시에 만납시다.,normal,일정
장 봐야 할 것 있어?,normal,가족
[네이버] 배송 완료 전 본인 확인 필요,smishing,택배
[국민은행] 과태료 조회 안내 https://bit.ly/4A12BC,smishing,정부
[신한은행] 계정 보호를 위해 재인증 https://secure-check.kr,smishing,계정인증
[국민은행] 쿠폰 지급 대상 https://verify-user.net,smishing,쇼핑몰
[우체국] 행사 초대장 확인 https://bit.ly/4A12BC,smishing,청첩장/부고
집 도착하면 연락해.,normal,친구
[네이버] 해외 결제 승인 확인 인증번호 4630,smishing,금융
숙제 사진 보내줄게.,normal,학교
과학 수행평가 준비했어?,normal,학교
[우체국] 배송 완료 전 본인 확인 필요,smishing,택배
숙제 사진 보내줄게.,normal,학교
[국세청] 본인 인증 필요 https://verify-user.net,smishing,계정인증
과학 수행평가 준비했어?,normal,학교
[네이버] 부고장 도착 https://bit.ly/4A12BC 인증번호 3981,smishing,청첩장/부고
장 봐야 할 것 있어?,normal,가족
[우체국] 쿠폰 지급 대상,smishing,쇼핑몰
저녁 먹고 들어와.,normal,가족
[카카오] 비정상 로그인 감지,smishing,금융
장 봐야 할 것 있어?,normal,가족
장 봐야 할 것 있어?,normal,가족
내일 오후 2시에 만납시다.,normal,일정
조심히 와.,normal,가족
자료 메일로 보냈습니다.,normal,일정
자료 메일로 보냈습니다.,normal,일정
[국세청] 환급금 지급 대상,smishing,정부
내일 모의고사 범위 알려줘.,normal,학교
[카카오] 주소 오류로 배송 보류,smishing,택배
내일 모의고사 범위 알려줘.,normal,학교
오늘 게임할래?,normal,친구
[CJ대한통운] 비정상 로그인 감지,smishing,금융
[국민은행] 쿠폰 지급 대상 https://tinyurl.com/abc123,smishing,쇼핑몰
[쿠팡] 계좌 이용 제한 예정 https://verify-user.net,smishing,금융
집 도착하면 연락해.,normal,친구
[CJ대한통운] 배송지 정보 확인 필요,smishing,택배
회의 시간이 변경되었습니다.,normal,일정
[CJ대한통운] 과태료 조회 안내 인증번호 1422,smishing,정부
[네이버] 행사 초대장 확인 인증번호 8498,smishing,청첩장/부고
[네이버] 본인 인증 필요 https://verify-user.net,smishing,계정인증
[국민은행] 전자문서 도착,smishing,정부
[국세청] 포인트 소멸 예정 https://verify-user.net,smishing,쇼핑몰
[우체국] 주문 결제 오류,smishing,쇼핑몰
[신한은행] 배송지 정보 확인 필요,smishing,택배
[정부24] 계좌 이용 제한 예정,smishing,금융
조심히 와.,normal,가족
자료 메일로 보냈습니다.,normal,일정
[네이버] 행사 초대장 확인 https://tinyurl.com/abc123,smishing,청첩장/부고
장 봐야 할 것 있어?,normal,가족
[네이버] 쿠폰 지급 대상,smishing,쇼핑몰
[신한은행] 과태료 조회 안내 인증번호 1815,smishing,정부
내일 모의고사 범위 알려줘.,normal,학교
조심히 와.,normal,가족
내일 오후 2시에 만납시다.,normal,일정
[신한은행] 해외 결제 승인 확인,smishing,금융
[정부24] 해외 결제 승인 확인,smishing,금융
저녁 먹고 들어와.,normal,가족
내일 모의고사 범위 알려줘.,normal,학교
오늘 게임할래?,normal,친구
[CJ대한통운] 비정상 로그인 감지 https://bit.ly/4A12BC,smishing,금융
내일 오후 2시에 만납시다.,normal,일정
내일 모의고사 범위 알려줘.,normal,학교
[정부24] 전자문서 도착 https://verify-user.net 인증번호 6802,smishing,정부
과학 수행평가 준비했어?,normal,학교
[카카오] 계좌 이용 제한 예정,smishing,금융
내일 모의고사 범위 알려줘.,normal,학교
[국민은행] 행사 초대장 확인 https://secure-check.kr 인증번호 7172,smishing,청첩장/부고
저녁 먹고 들어와.,normal,가족
[국세청] 전자문서 도착 https://bit.ly/4A12BC,smishing,정부
[국세청] 해외 결제 승인 확인,smishing,금융
주말에 영화 보러 갈래?,normal,친구
오늘 게임할래?,normal,친구
[신한은행] 포인트 소멸 예정,smishing,쇼핑몰
집 도착하면 연락해.,normal,친구
회의 시간이 변경되었습니다.,normal,일정
[국세청] 계정 보호를 위해 재인증,smishing,계정인증
장 봐야 할 것 있어?,normal,가족
[국민은행] 해외 결제 승인 확인 https://tinyurl.com/abc123 인증번호 8564,smishing,금융
숙제 사진 보내줄게.,normal,학교
조심히 와.,normal,가족
오늘 게임할래?,normal,친구
과학 수행평가 준비했어?,normal,학교
오늘 게임할래?,normal,친구
[네이버] 배송지 정보 확인 필요,smishing,택배
오늘 게임할래?,normal,친구
[신한은행] 전자문서 도착 https://secure-check.kr,smishing,정부
[네이버] 부고장 도착 인증번호 7293,smishing,청첩장/부고
과학 수행평가 준비했어?,normal,학교
[우체국] 행사 초대장 확인,smishing,청첩장/부고
장 봐야 할 것 있어?,normal,가족
[쿠팡] 계좌 이용 제한 예정 https://bit.ly/4A12BC,smishing,금융
[CJ대한통운] 쿠폰 지급 대상,smishing,쇼핑몰
회의 시간이 변경되었습니다.,normal,일정
[정부24] 배송지 정보 확인 필요 https://verify-user.net,smishing,택배
장 봐야 할 것 있어?,normal,가족
[쿠팡] 계좌 이용 제한 예정,smishing,금융
집 도착하면 연락해.,normal,친구
장 봐야 할 것 있어?,normal,가족
[네이버] 배송 완료 전 본인 확인 필요 인증번호 9830,smishing,택배
숙제 사진 보내줄게.,normal,학교
[우체국] 해외 결제 승인 확인 인증번호 1339,smishing,금융
회의 시간이 변경되었습니다.,normal,일정
집 도착하면 연락해.,normal,친구
오늘 게임할래?,normal,친구
내일 모의고사 범위 알려줘.,normal,학교
저녁 먹고 들어와.,normal,가족
숙제 사진 보내줄게.,normal,학교
저녁 먹고 들어와.,normal,가족
장 봐야 할 것 있어?,normal,가족
숙제 사진 보내줄게.,normal,학교
[네이버] 주문 결제 오류 https://verify-user.net,smishing,쇼핑몰
[카카오] 계정 보호를 위해 재인증 인증번호 5739,smishing,계정인증
[쿠팡] 환급금 지급 대상 https://bit.ly/4A12BC,smishing,정부
오늘 게임할래?,normal,친구
[쿠팡] 배송지 정보 확인 필요,smishing,택배
자료 메일로 보냈습니다.,normal,일정
[네이버] 해외 결제 승인 확인,smishing,금융
[우체국] 모바일 청첩장 확인 https://secure-check.kr,smishing,청첩장/부고
내일 모의고사 범위 알려줘.,normal,학교
[쿠팡] 주문 결제 오류,smishing,쇼핑몰
숙제 사진 보내줄게.,normal,학교
[네이버] 비정상 로그인 감지,smishing,금융
회의 시간이 변경되었습니다.,normal,일정
[정부24] 행사 초대장 확인 인증번호 4637,smishing,청첩장/부고
주말에 영화 보러 갈래?,normal,친구
[신한은행] 환급금 지급 대상,smishing,정부
[신한은행] 과태료 조회 안내 https://bit.ly/4A12BC,smishing,정부
숙제 사진 보내줄게.,normal,학교
주말에 영화 보러 갈래?,normal,친구
[국세청] 주소 오류로 배송 보류 https://tinyurl.com/abc123,smishing,택배
[네이버] 비정상 로그인 감지 https://tinyurl.com/abc123 인증번호 3361,smishing,금융
회의 시간이 변경되었습니다.,normal,일정
자료 메일로 보냈습니다.,normal,일정
[정부24] 배송지 정보 확인 필요 인증번호 7216,smishing,택배
조심히 와.,normal,가족
[정부24] 과태료 조회 안내,smishing,정부
[쿠팡] 쿠폰 지급 대상,smishing,쇼핑몰
회의 시간이 변경되었습니다.,normal,일정
주말에 영화 보러 갈래?,normal,친구
저녁 먹고 들어와.,normal,가족
[정부24] 계정 보호를 위해 재인증 https://secure-check.kr,smishing,계정인증
내일 오후 2시에 만납시다.,normal,일정
자료 메일로 보냈습니다.,normal,일정
[네이버] 계정 보호를 위해 재인증,smishing,계정인증
내일 모의고사 범위 알려줘.,normal,학교
[정부24] 비밀번호 만료 예정 https://secure-check.kr,smishing,계정인증
과학 수행평가 준비했어?,normal,학교
[정부24] 계좌 이용 제한 예정 https://verify-user.net,smishing,금융
[카카오] 주소 오류로 배송 보류 https://tinyurl.com/abc123,smishing,택배
[신한은행] 포인트 소멸 예정,smishing,쇼핑몰
저녁 먹고 들어와.,normal,가족
[네이버] 주문 결제 오류,smishing,쇼핑몰
[우체국] 계좌 이용 제한 예정,smishing,금융
자료 메일로 보냈습니다.,normal,일정
내일 오후 2시에 만납시다.,normal,일정
[국세청] 비밀번호 만료 예정 https://bit.ly/4A12BC 인증번호 4088,smishing,계정인증
[국세청] 주소 오류로 배송 보류 https://bit.ly/4A12BC,smishing,택배
장 봐야 할 것 있어?,normal,가족
오늘 게임할래?,normal,친구
[우체국] 부고장 도착,smishing,청첩장/부고
집 도착하면 연락해.,normal,친구
내일 모의고사 범위 알려줘.,normal,학교
자료 메일로 보냈습니다.,normal,일정
[국민은행] 계정 보호를 위해 재인증 https://bit.ly/4A12BC,smishing,계정인증
[신한은행] 주소 오류로 배송 보류,smishing,택배
[CJ대한통운] 해외 결제 승인 확인 https://tinyurl.com/abc123,smishing,금융
[우체국] 행사 초대장 확인 인증번호 5700,smishing,청첩장/부고
[정부24] 해외 결제 승인 확인 https://verify-user.net,smishing,금융
[CJ대한통운] 계정 보호를 위해 재인증,smishing,계정인증
[CJ대한통운] 주문 결제 오류 https://bit.ly/4A12BC,smishing,쇼핑몰
집 도착하면 연락해.,normal,친구
[신한은행] 모바일 청첩장 확인 https://tinyurl.com/abc123,smishing,청첩장/부고
회의 시간이 변경되었습니다.,normal,일정
[카카오] 계좌 이용 제한 예정,smishing,금융
[정부24] 비정상 로그인 감지 https://secure-check.kr,smishing,금융
[카카오] 배송 완료 전 본인 확인 필요 https://bit.ly/4A12BC 인증번호 8811,smishing,택배
회의 시간이 변경되었습니다.,normal,일정
집 도착하면 연락해.,normal,친구
내일 오후 2시에 만납시다.,normal,일정
[네이버] 행사 초대장 확인,smishing,청첩장/부고
조심히 와.,normal,가족
[신한은행] 비정상 로그인 감지,smishing,금융
[CJ대한통운] 포인트 소멸 예정,smishing,쇼핑몰
[카카오] 계좌 이용 제한 예정 인증번호 5708,smishing,금융
[국세청] 계정 보호를 위해 재인증,smishing,계정인증
[카카오] 주소 오류로 배송 보류,smishing,택배
과학 수행평가 준비했어?,normal,학교
[CJ대한통운] 주문 결제 오류 https://bit.ly/4A12BC,smishing,쇼핑몰
집 도착하면 연락해.,normal,친구
과학 수행평가 준비했어?,normal,학교
[네이버] 배송 완료 전 본인 확인 필요 https://bit.ly/4A12BC 인증번호 1958,smishing,택배
[CJ대한통운] 비밀번호 만료 예정 인증번호 4113,smishing,계정인증
[쿠팡] 계좌 이용 제한 예정 https://tinyurl.com/abc123,smishing,금융
[정부24] 본인 인증 필요,smishing,계정인증
회의 시간이 변경되었습니다.,normal,일정
[CJ대한통운] 쿠폰 지급 대상 https://bit.ly/4A12BC 인증번호 6905,smishing,쇼핑몰
[신한은행] 환급금 지급 대상 https://verify-user.net,smishing,정부
[신한은행] 부고장 도착,smishing,청첩장/부고
저녁 먹고 들어와.,normal,가족
[쿠팡] 계정 보호를 위해 재인증 인증번호 5742,smishing,계정인증
자료 메일로 보냈습니다.,normal,일정
[신한은행] 환급금 지급 대상,smishing,정부
자료 메일로 보냈습니다.,normal,일정
오늘 게임할래?,normal,친구
장 봐야 할 것 있어?,normal,가족
장 봐야 할 것 있어?,normal,가족
내일 오후 2시에 만납시다.,normal,일정
숙제 사진 보내줄게.,normal,학교
[우체국] 계좌 이용 제한 예정,smishing,금융
[네이버] 주문 결제 오류,smishing,쇼핑몰
숙제 사진 보내줄게.,normal,학교
집 도착하면 연락해.,normal,친구
저녁 먹고 들어와.,normal,가족
[신한은행] 계좌 이용 제한 예정 https://bit.ly/4A12BC,smishing,금융
회의 시간이 변경되었습니다.,normal,일정
[신한은행] 배송 완료 전 본인 확인 필요 https://verify-user.net,smishing,택배
[정부24] 행사 초대장 확인 https://secure-check.kr,smishing,청첩장/부고
[네이버] 비정상 로그인 감지 https://tinyurl.com/abc123 인증번호 9327,smishing,금융
[카카오] 쿠폰 지급 대상 https://tinyurl.com/abc123,smishing,쇼핑몰
과학 수행평가 준비했어?,normal,학교
[카카오] 계좌 이용 제한 예정,smishing,금융
자료 메일로 보냈습니다.,normal,일정
[신한은행] 포인트 소멸 예정,smishing,쇼핑몰
[정부24] 모바일 청첩장 확인,smishing,청첩장/부고
내일 오후 2시에 만납시다.,normal,일정
내일 오후 2시에 만납시다.,normal,일정
과학 수행평가 준비했어?,normal,학교
[신한은행] 주문 결제 오류 https://bit.ly/4A12BC 인증번호 9499,smishing,쇼핑몰
과학 수행평가 준비했어?,normal,학교
[네이버] 과태료 조회 안내,smishing,정부
과학 수행평가 준비했어?,normal,학교
숙제 사진 보내줄게.,normal,학교
[정부24] 행사 초대장 확인 인증번호 8179,smishing,청첩장/부고
[정부24] 해외 결제 승인 확인 인증번호 6439,smishing,금융
주말에 영화 보러 갈래?,normal,친구
내일 모의고사 범위 알려줘.,normal,학교
내일 오후 2시에 만납시다.,normal,일정
[카카오] 배송지 정보 확인 필요,smishing,택배
오늘 게임할래?,normal,친구
[카카오] 모바일 청첩장 확인 인증번호 3245,smishing,청첩장/부고
[CJ대한통운] 본인 인증 필요,smishing,계정인증
[국세청] 본인 인증 필요 https://verify-user.net,smishing,계정인증
[우체국] 환급금 지급 대상,smishing,정부
저녁 먹고 들어와.,normal,가족
[CJ대한통운] 주문 결제 오류,smishing,쇼핑몰
장 봐야 할 것 있어?,normal,가족
[쿠팡] 주소 오류로 배송 보류,smishing,택배
자료 메일로 보냈습니다.,normal,일정
[카카오] 해외 결제 승인 확인 https://verify-user.net,smishing,금융
조심히 와.,normal,가족
[신한은행] 부고장 도착 인증번호 2996,smishing,청첩장/부고
숙제 사진 보내줄게.,normal,학교
조심히 와.,normal,가족
숙제 사진 보내줄게.,normal,학교
